timestamp,block_index,threads,elapsed_time,nonce
2025-05-29 18:29:07,1,2,0.10512399673461914,67150
2025-05-29 18:29:07,0,4,0.10113263130187988,66486
2025-05-29 18:29:08,1,4,0.2107868194580078,140731
2025-05-29 18:29:08,0,8,0.04456901550292969,28175
2025-05-29 18:29:08,1,8,0.01702713966369629,9827
2025-05-29 18:29:57,0,1,0.08360958099365234,58984
2025-05-29 18:29:58,1,1,0.3594515323638916,244847
2025-05-29 18:29:58,0,2,0.00978994369506836,6083
2025-05-29 18:29:58,1,2,0.04958152770996094,33226
2025-05-29 18:29:58,0,4,0.11315059661865234,75884
2025-05-29 18:29:59,1,4,0.07209348678588867,48138
2025-05-29 18:29:59,0,8,0.11414241790771484,74518
2025-05-29 18:29:59,1,8,0.12219810485839844,78899
2025-05-29 18:30:05,0,1,0.02605724334716797,17160
2025-05-29 18:30:05,1,1,0.1311800479888916,87739
2025-05-29 18:30:05,0,2,0.022533416748046875,12280
2025-05-29 18:30:06,1,2,0.05406999588012695,36202
2025-05-29 18:30:06,0,4,0.08709883689880371,57587
2025-05-29 18:30:06,1,4,0.07758593559265137,51746
2025-05-29 18:30:07,0,8,0.14569807052612305,96007
2025-05-29 18:30:07,1,8,0.15969514846801758,104283
2025-05-29 18:30:38,0,1,0.09608292579650879,67850
2025-05-29 18:30:39,1,1,0.002501249313354492,1535
2025-05-29 18:30:39,0,2,0.11314678192138672,77142
2025-05-29 18:30:39,1,2,0.006502866744995117,4394
2025-05-29 18:30:40,0,4,0.48558473587036133,329503
2025-05-29 18:30:40,1,4,0.01902174949645996,12930
2025-05-29 18:30:41,0,8,0.20976519584655762,139170
2025-05-29 18:30:41,1,8,0.0020096302032470703,595
2025-05-29 18:31:32,0,1,0.061077117919921875,42613
2025-05-29 18:31:32,1,1,0.2683415412902832,174650
2025-05-29 18:31:32,0,2,0.023037433624267578,15421
2025-05-29 18:31:33,1,2,0.07507991790771484,50654
2025-05-29 18:31:33,0,4,0.13767266273498535,91547
2025-05-29 18:31:33,1,4,0.06959080696105957,46200
2025-05-29 18:31:34,0,8,0.006009578704833984,3520
2025-05-29 18:31:34,1,8,0.04856276512145996,31641
2025-05-29 18:31:45,0,1,0.08911657333374023,60954
2025-05-29 18:31:45,1,1,0.13768482208251953,92508
2025-05-29 18:31:45,0,2,0.02353811264038086,15465
2025-05-29 18:31:46,1,2,0.18469786643981934,124206
2025-05-29 18:31:46,0,4,0.15518903732299805,106327
2025-05-29 18:31:46,1,4,0.038046836853027344,26300
2025-05-29 18:31:47,0,8,0.026538372039794922,17579
2025-05-29 18:31:47,1,8,0.3984997272491455,258764
